"","Mmus_BAL-TAL_LRTN_BSL_Rep1_B7","Mmus_BAL-TAL_RRTN_BSL_Rep2_B8","Mmus_BAL-TAL_RRTN_BSL_Rep3_B9","Mmus_BAL-TAL_RRTN_BSL_Rep4_B10","Mmus_BAL-TAL_LRTN_GC_Rep1_G6","Mmus_BAL-TAL_LRTN_GC_Rep2_G8","Mmus_BAL-TAL_LRTN_GC_Rep3_G9","Mmus_BAL-TAL_RRTN_GC_Rep4_G10","Mmus_BAL-TAL_LRTN_FLT_Rep1_F6","Mmus_BAL-TAL_LRTN_FLT_Rep2_F7","Mmus_BAL-TAL_LRTN_FLT_Rep3_F8","Mmus_BAL-TAL_LRTN_FLT_Rep4_F9","Mmus_BAL-TAL_LRTN_FLT_Rep5_F10"
"ENSMUSG00000025064",2777,33,883,2025,2061,2107,4061,3180,3144,4134,2651,3400,1947
"ENSMUSG00000025066",4831,3394,4880,819,3878,3525,821,2047,692,4797,1321,2793,2634
"ENSMUSG00000025068",4186,2784,4849,276,533,3181,4515,1196,787,3789,3207,2432,1423
"ENSMUSG00000025069",1875,43,3145,1744,2510,2336,2327,3573,2987,4132,4158,296,2317
"ENSMUSG00000025075",1949,3977,4280,940,4844,3328,4029,4539,4686,4212,4436,4388,3236
"ENSMUSG00000025076",3194,3951,484,2285,50,4118,4626,1472,504,3680,1367,4138,908
"ENSMUSG00000025077",130,2927,1995,366,1400,1180,1031,2683,2619,4993,2668,4192,2702
"ENSMUSG00000025078",1805,1834,4322,3785,2818,3053,1136,1045,1108,685,3010,4765,2367
"ENSMUSG00000025081",3159,622,4764,2271,941,2113,141,3360,2034,3063,2228,3656,2094
"ENSMUSG00000025082",2152,2620,1768,1464,1306,2043,1667,505,917,3583,401,3890,2451
"ENSMUSG00000025083",3737,856,3871,2932,3374,2099,435,766,4437,830,1128,4221,4955
"ENSMUSG00000025085",4879,1691,2220,3620,4324,1125,1162,1468,475,320,4097,4773,1375
"ENSMUSG00000025086",1733,1677,2357,377,35,4120,4049,4413,3033,474,3407,2830,2487
"ENSMUSG00000025089",276,171,1456,2696,66,3959,392,2719,3862,559,536,1607,3569
"ENSMUSG00000025090",312,3788,2955,1847,4201,4677,848,3419,3583,1608,952,75,4015
"ENSMUSG00000025091",1428,1887,4922,1503,2391,415,1505,4070,2959,1060,4474,2093,4632
"ENSMUSG00000025092",2449,2785,2127,4278,3355,1685,2441,1970,4329,4721,4104,1254,2813
"ENSMUSG00000025094",2988,1987,1680,2436,1689,2057,1441,2197,424,183,644,4103,4658
"ENSMUSG00000025154",1262,3805,4956,720,3569,3473,1144,264,3630,2134,455,4105,1656
"ENSMUSG00000025157",4723,1253,1019,670,4184,2002,3805,105,1992,55,1139,3668,3722
"ENSMUSG00000025159",3881,1088,1659,2927,4393,2769,3373,4402,4660,2007,1116,3782,2223
"ENSMUSG00000025171",1987,494,431,2497,3166,3440,1313,3550,1116,1629,3222,3094,4655
"ENSMUSG00000025172",1814,96,3175,2862,4911,3523,4522,4078,2797,1281,4484,3306,1657
"ENSMUSG00000025176",4779,1636,1220,746,3227,4503,4770,4746,2641,2100,2639,538,2515
"ENSMUSG00000025178",2490,3789,3987,4577,2090,1897,4999,3770,1856,303,2698,4434,3608
"ENSMUSG00000025184",183,1913,2017,4398,3191,3328,4029,2161,1857,92,177,2152,4607
"ENSMUSG00000025185",3332,3815,2271,1487,1647,3374,2305,3709,4824,3527,4322,3831,554
"ENSMUSG00000025188",4645,459,3209,1304,1096,285,4306,4223,4864,4153,4246,873,1842
"ENSMUSG00000025189",1847,1678,3340,324,1675,189,1201,2474,505,585,4435,1180,384
"ENSMUSG00000025190",1207,4134,4580,1131,869,68,1064,3975,4913,2747,2728,4903,2935
"ENSMUSG00000025192",485,1978,1818,1622,1730,593,2897,1207,4364,1048,2281,3357,3093
"ENSMUSG00000025193",4378,4937,233,2990,2170,1507,4092,1102,1356,821,3087,2381,1112
"ENSMUSG00000025194",1000,112,4838,611,746,4890,3233,1967,198,906,107,1563,1175
"ENSMUSG00000025195",2292,4172,1815,4650,602,743,940,4718,4847,2306,1915,1314,4557
"ENSMUSG00000025196",1646,4942,340,3321,2534,2562,4692,3159,1206,120,3459,3690,3757
"ENSMUSG00000025197",1115,1880,3037,4664,4317,840,1833,386,4741,320,3594,1173,4798
"ENSMUSG00000025198",856,4365,991,1862,1378,254,4017,1948,269,1138,3518,4528,4607
"ENSMUSG00000025199",3316,2594,3383,3384,1780,823,1424,201,4555,1197,1950,4194,207
"ENSMUSG00000025200",2209,1921,4175,3219,1650,4341,225,1613,1635,251,3280,3025,2820
"ENSMUSG00000025202",280,946,2545,144,1930,1500,4464,4094,483,188,2712,1065,20
"ENSMUSG00000025203",3012,4954,2686,1971,2633,2064,2673,3369,4892,3602,1247,2643,1116
"ENSMUSG00000025204",3165,3007,1245,1661,2992,2130,960,4372,2961,3635,1614,697,2
"ENSMUSG00000025207",2893,3123,3927,3981,4967,3113,4616,3990,4307,4381,1154,1304,654
"ENSMUSG00000025208",3245,2782,965,2832,2473,976,4399,3942,2689,1324,4239,2579,1670
"ENSMUSG00000025209",3149,580,4715,3880,2804,3536,1158,1983,4047,4016,2583,2635,2631
"ENSMUSG00000025212",804,1623,1531,4293,4248,4082,2109,1035,927,490,2377,2931,964
"ENSMUSG00000025213",4265,513,2777,1582,3390,1494,3389,2947,963,1762,3606,4818,4293
"ENSMUSG00000025215",4788,4672,1199,896,2590,1631,1518,2738,4487,1848,671,4516,559
"ENSMUSG00000025216",1974,4769,3756,4977,3910,3194,1072,1409,3818,4602,4351,2462,1874
"ENSMUSG00000025217",4221,1297,853,3307,3548,2814,410,409,2237,4236,1730,1194,1771
"ENSMUSG00000025218",2250,4894,4980,2183,3595,945,4821,1456,2051,542,4591,2055,2815
"ENSMUSG00000025219",622,3269,2491,1770,4406,3118,3364,2288,1759,4118,3126,4058,3896
"ENSMUSG00000025220",3997,3299,3389,3921,4807,1696,1179,2520,311,3919,3005,859,3279
"ENSMUSG00000025221",2238,940,4801,1221,1096,1592,3408,2447,4757,4782,4634,1328,3628
"ENSMUSG00000025223",980,3125,2652,4949,991,4457,3873,2403,228,2625,210,4512,751
"ENSMUSG00000025224",1468,1535,2697,2753,2676,4490,1986,3626,3212,4757,3550,3305,995
"ENSMUSG00000025225",319,2745,826,4136,3695,4680,3913,3613,3691,1474,4386,3590,1707
"ENSMUSG00000025226",2857,2402,3828,2486,3375,1137,4036,4098,722,194,2149,3844,4876
"ENSMUSG00000025227",2223,4658,1044,2546,1041,2684,4332,1975,3150,3119,213,2795,888
"ENSMUSG00000025228",1224,4513,977,1137,1867,4326,260,2314,2163,3701,4941,968,270
"ENSMUSG00000025229",2333,4782,2339,2657,1269,1199,725,2583,2904,2715,1027,4228,4147
"ENSMUSG00000025231",1736,3207,169,349,271,3304,4658,303,4483,3409,3137,1154,1166
"ENSMUSG00000026931",1654,64,2971,223,1953,2934,651,3487,494,2882,1819,3398,4716
"ENSMUSG00000032648",2211,4533,2249,4811,563,4486,1489,3884,875,280,503,2402,1858
"ENSMUSG00000032702",3866,1485,4759,4079,1123,4572,1891,345,4017,2980,4952,4142,2038
"ENSMUSG00000032773",591,4689,483,2998,3579,3544,3604,1862,204,2059,611,74,3237
"ENSMUSG00000032808",3398,1102,1740,4825,298,255,4668,2824,4910,1383,1813,3066,3752
"ENSMUSG00000032946",3660,2580,4927,4580,3802,3798,164,1263,1802,3218,4003,3930,4747
"ENSMUSG00000033033",2427,1489,3774,4809,1700,1108,87,3158,1247,4389,4460,3815,1277
"ENSMUSG00000033053",1525,4371,2059,3371,4719,3907,206,2345,2303,3034,4582,4590,3474
"ENSMUSG00000033207",3322,2716,1055,702,4773,1511,4511,1004,3158,430,586,384,1830
"ENSMUSG00000033417",4156,79,614,2335,2581,1574,1867,1719,665,2900,2438,1583,4636
"ENSMUSG00000033478",3848,3197,4391,4687,3171,773,359,2227,1124,3404,1889,1700,3357
"ENSMUSG00000033610",518,192,170,882,4321,3028,3936,4553,2945,4467,4960,2504,1864
"ENSMUSG00000033717",552,2617,243,1168,2121,2993,4149,2084,1466,3395,3548,4038,258
"ENSMUSG00000033760",4927,2500,1453,37,382,2548,3544,687,2178,1700,2138,3038,1050
"ENSMUSG00000033768",416,1588,1393,2543,1938,1256,3629,4285,657,4383,1631,2179,810
"ENSMUSG00000033863",4516,478,2072,4302,4115,2728,925,3969,3591,503,4092,30,238
"ENSMUSG00000034108",4791,1565,2623,1391,3031,3023,648,4957,344,3744,3342,2262,1087
"ENSMUSG00000034117",1444,3227,4177,4925,39,4155,838,3,4652,658,4305,3848,4757
"ENSMUSG00000034321",3322,1814,3113,4415,4111,2393,2680,4214,2594,3395,2107,2679,1015
"ENSMUSG00000034336",3533,2702,646,3154,859,4389,1264,4986,1074,4681,2165,966,4652
"ENSMUSG00000034371",4632,1913,4187,1438,992,1470,4549,1946,2283,2569,438,4436,3042
"ENSMUSG00000034445",144,2895,4773,2367,3859,237,2347,3711,1240,31,4096,457,1915
"ENSMUSG00000034459",4873,3598,4690,3200,4592,379,3595,4073,3416,3274,313,3847,1763
"ENSMUSG00000034616",3157,2985,130,844,1629,4971,512,690,913,2422,370,3489,2234
"ENSMUSG00000034659",3095,1553,467,2408,4461,1004,1807,1661,4914,3185,323,904,2248
"ENSMUSG00000034765",3224,3465,3619,1520,2533,3816,3445,3953,3430,4910,2482,3660,2804
"ENSMUSG00000034820",3526,2232,4662,1351,2233,581,2579,1932,3758,4364,3290,4005,432
"ENSMUSG00000035049",4090,3211,3625,1754,4525,2076,3409,3272,4678,2855,3170,966,4832
"ENSMUSG00000035171",133,3681,3031,3567,4779,1091,3523,2514,3272,3816,3760,3598,4324
"ENSMUSG00000035173",2965,2277,3864,3320,1819,1349,2837,1329,1924,4650,1999,3515,3672
"ENSMUSG00000035179",3321,2201,4987,1726,422,3500,3842,1774,200,277,3640,4965,827
"ENSMUSG00000035283",4739,606,153,3666,348,155,921,2978,1138,2708,1730,3540,1387
"ENSMUSG00000035342",74,1552,3563,4903,1067,4049,162,4902,3096,2682,1000,4855,1552
"ENSMUSG00000035372",3840,1739,2138,4673,400,245,1914,2993,3294,3680,794,1438,4247
"ENSMUSG00000035735",4329,1826,2323,4895,3266,1960,1173,4918,1160,2828,814,209,3320
"ENSMUSG00000035783",3678,2904,60,1109,2705,1647,2467,4865,4208,2265,4511,4231,601
"ENSMUSG00000035804",1189,2506,4845,4563,3120,1378,3668,3565,1953,1529,3803,3291,4798
"ENSMUSG00000035818",4268,354,2475,1709,4361,1024,3162,2489,3311,4569,1184,3490,4955
"ENSMUSG00000035885",191,1802,4507,4641,3531,2127,4246,1922,443,4925,3234,3821,1866
"ENSMUSG00000036097",2327,2054,1124,3621,1394,1192,4295,3757,2501,3038,4255,2506,1273
"ENSMUSG00000036098",1861,2466,2057,2665,4176,4109,2450,3550,4008,1239,113,4163,3447
"ENSMUSG00000036192",2106,1367,4015,3143,1959,430,3945,1837,4842,4774,3330,4835,2624
"ENSMUSG00000036278",4033,3553,974,3166,1496,4086,2237,3748,4084,1129,3172,225,1634
"ENSMUSG00000036372",952,2805,2406,398,3673,2174,452,1142,1516,763,4727,4842,4350
"ENSMUSG00000036450",4391,461,3062,542,3707,1857,4713,759,4025,1118,1080,3326,346
"ENSMUSG00000036748",4420,356,2500,2507,1004,2970,137,4457,1278,4783,77,159,3553
"ENSMUSG00000036908",4661,1929,4374,2069,2432,728,163,3821,4950,1808,4762,1888,2983
"ENSMUSG00000036961",3376,2569,4541,4651,3130,3414,4512,606,3330,3796,1868,694,4208
"ENSMUSG00000037071",149,3474,2370,4326,3676,3531,1543,1871,4106,208,2855,3843,4970
"ENSMUSG00000037126",4214,4935,3041,1185,4097,4011,2680,3469,3227,283,1131,4446,4179
"ENSMUSG00000037263",2484,3352,3195,720,507,3724,4515,3292,2299,978,4313,1006,1281
"ENSMUSG00000037349",4446,4083,102,920,2260,369,2606,4428,3461,4601,3632,3613,3773
"ENSMUSG00000037418",608,2639,2591,3514,3494,2196,2044,3888,579,861,3144,67,2384
"ENSMUSG00000037451",1172,4876,3803,2972,2716,90,3160,3788,4387,1655,3293,3411,1961
"ENSMUSG00000037477",1815,3217,3115,3966,2216,343,3300,2936,2613,2205,3804,3948,4583
"ENSMUSG00000037578",807,970,2279,4403,3097,386,3830,651,1734,4127,4351,840,1824
"ENSMUSG00000037603",758,2623,707,1556,1582,448,141,4226,2332,375,254,3475,1748
"ENSMUSG00000037847",3886,3866,2877,119,3746,1098,1409,478,162,656,3313,3967,3392
"ENSMUSG00000037916",4014,1140,1088,2242,1249,2639,2096,3613,1430,1493,2871,294,2400
"ENSMUSG00000038155",540,1175,2307,3018,2846,626,1312,4363,4267,2114,267,351,4732
"ENSMUSG00000038274",2993,2155,3682,4095,2294,744,783,4425,2345,2029,284,1828,1095
"ENSMUSG00000038498",4014,4581,1839,503,780,2228,44,4759,3712,4224,4679,976,499
"ENSMUSG00000038658",4691,1304,2743,2299,1489,2850,911,3838,2971,1749,4783,3793,3369
"ENSMUSG00000038754",524,2629,1255,2456,1365,3831,1255,1751,3153,3242,2020,4576,1509
"ENSMUSG00000038812",2884,1395,2200,2311,3403,2854,562,4825,3063,2778,3668,4104,807
"ENSMUSG00000038843",3441,1629,187,2577,1380,2502,4029,1613,4155,1235,119,660,4037
"ENSMUSG00000039097",4962,141,4494,3965,1390,4138,794,3282,3702,2033,2779,4827,3795
"ENSMUSG00000039126",4236,3347,2175,2630,4469,772,2258,628,4670,1601,3934,4743,4334
"ENSMUSG00000039148",4824,1454,2451,1006,2478,101,2965,4763,1104,329,4986,2289,1246
"ENSMUSG00000039330",497,4379,669,2273,3086,2979,1595,3285,385,3289,4426,1292,2755
"ENSMUSG00000039652",4766,4651,1867,4466,3339,4753,1835,3797,4777,925,4804,989,9
"ENSMUSG00000039699",4102,2410,4802,1613,4933,3775,4647,196,2562,4696,2236,4839,2314
"ENSMUSG00000039901",3886,1932,3327,3066,1382,2313,115,517,3875,1252,4810,3913,618
"ENSMUSG00000039982",3674,2840,3720,1651,1880,193,625,4651,2701,674,1011,2798,4878
"ENSMUSG00000040018",566,200,3435,2388,2416,4308,2990,3936,1022,3461,2258,996,4354
"ENSMUSG00000040022",1267,3755,2136,1400,4065,3838,3250,4860,951,306,4845,2451,4584
"ENSMUSG00000040065",4124,3096,1089,3007,406,418,1971,4089,581,1215,3074,1249,4534
"ENSMUSG00000040105",3435,4963,3864,4586,2664,1649,1799,2870,3036,4453,1638,2528,353
"ENSMUSG00000040247",4922,4580,1335,335,3100,2021,4588,2949,819,4140,902,4823,685
"ENSMUSG00000040385",2640,917,828,532,3545,4883,4832,3122,3894,4398,1436,724,4277
"ENSMUSG00000040414",500,1260,840,1198,3112,1034,615,3321,2340,2334,1601,2903,2067
"ENSMUSG00000040451",920,1197,239,2747,3028,4057,2682,3558,2016,4944,143,1583,1078
"ENSMUSG00000040565",1698,2866,4729,4303,1272,4067,781,1382,2028,4688,4096,1498,3054
"ENSMUSG00000040663",1135,1668,1036,699,3244,244,407,1175,4709,3904,4255,319,991
"ENSMUSG00000040901",3157,1639,570,2913,1796,950,2219,3372,4877,1793,4526,4061,294
"ENSMUSG00000040913",2332,3044,501,4726,12,2287,2399,645,2400,3966,69,78,3898
"ENSMUSG00000040929",1639,330,4510,1846,1104,294,4358,2756,4870,4448,3028,2012,51
"ENSMUSG00000041035",2124,539,492,167,459,4750,1375,2985,4740,3738,1358,3977,1477
"ENSMUSG00000041180",1222,3150,4710,359,2341,1762,652,4904,4659,57,3634,4561,3103
"ENSMUSG00000041360",2949,44,3751,3153,3918,762,1696,2030,1433,3423,1800,3377,2211
"ENSMUSG00000041362",2509,2843,2126,2173,3271,2646,2886,516,4076,116,186,511,3449
"ENSMUSG00000041488",2208,2743,3168,1182,3019,4016,743,2244,180,4330,2731,3533,2121
"ENSMUSG00000041491",1399,396,2948,2263,4624,1108,1183,2505,4598,3443,4781,3336,2672
"ENSMUSG00000041731",3036,3165,2525,1867,4505,594,4759,3014,2998,200,3013,4108,1350
"ENSMUSG00000041845",4697,3027,3634,4475,715,4580,3189,3656,2152,521,4327,4069,2451
"ENSMUSG00000041857",258,2346,3786,3287,4354,636,4389,1161,2551,2288,1017,360,1427
"ENSMUSG00000042041",3141,2145,3964,1808,4803,2063,4510,2160,1807,3793,107,3396,421
"ENSMUSG00000042179",2327,9,1203,1395,3288,2802,3057,1065,748,2916,591,3291,2405
"ENSMUSG00000042248",1830,3252,2022,1536,4949,4353,658,2418,298,1509,2767,2744,79
"ENSMUSG00000042372",4900,2405,706,3447,2513,3316,3681,461,120,3716,1654,3379,3970
"ENSMUSG00000042401",3717,3598,341,3746,2819,2700,802,739,3796,3930,878,443,3289
"ENSMUSG00000042532",2976,2397,3944,539,1324,1081,1245,1534,2458,560,3744,4955,1138
"ENSMUSG00000042694",1566,2156,3337,3920,3675,2022,1155,4352,4601,457,1189,2115,3065
"ENSMUSG00000042729",4496,1400,2951,3669,251,3015,4907,589,270,3532,1130,3375,4164
"ENSMUSG00000043488",2906,344,4993,4763,1906,4589,412,224,3860,184,500,374,317
"ENSMUSG00000043531",132,613,908,3340,387,4282,545,738,296,4335,3369,2264,3477
"ENSMUSG00000043623",362,1677,4504,3577,1616,1100,332,2578,289,508,565,4709,917
"ENSMUSG00000043639",849,666,2154,4620,1269,4273,68,414,3439,3128,4079,3536,766
"ENSMUSG00000043789",1984,2935,2811,3369,3424,3649,2529,3289,2089,3685,1779,3247,1097
"ENSMUSG00000043969",1814,4166,3995,3699,2847,4985,725,3672,4312,4298,1308,4198,3358
"ENSMUSG00000044026",4171,4479,303,4096,3525,1699,2635,3608,2003,3211,1374,4040,3016
"ENSMUSG00000044040",3423,3226,2225,1672,4455,588,827,1871,4170,411,1857,1617,4655
"ENSMUSG00000044065",1990,1698,754,3786,358,3016,4952,3418,4139,1017,4809,657,1894
"ENSMUSG00000044220",4726,374,2299,328,895,2623,4338,1631,429,4719,4798,3853,3032
"ENSMUSG00000044345",2984,403,1650,3816,4987,4155,4418,3710,286,2018,1822,3247,837
"ENSMUSG00000044387",3451,3138,723,3320,1066,603,865,2344,2825,1641,3629,3423,2041
"ENSMUSG00000044390",3692,2668,392,3648,4826,1933,2457,3940,549,2374,3692,4611,731
"ENSMUSG00000044424",2637,1703,128,2163,3218,2504,4103,2098,107,1011,3631,4768,3356
"ENSMUSG00000044441",2390,4330,1904,3478,516,578,3452,583,4148,4165,4738,1466,1915
"ENSMUSG00000044724",2018,596,885,3995,4083,3383,3596,1912,362,3288,1624,3212,1777
"ENSMUSG00000044948",2999,4282,1754,3288,4350,1203,160,3091,1703,3327,783,2625,4808
"ENSMUSG00000044994",1631,4319,3500,980,1890,1410,1001,2557,1777,2176,2011,4298,802
"ENSMUSG00000045030",2872,382,4417,3694,3579,4416,3776,1889,151,852,2794,4420,96
"ENSMUSG00000045045",556,2865,1929,3032,4645,2953,921,4967,2323,2806,1990,2140,1146
"ENSMUSG00000045052",4632,3305,1392,2594,3794,55,1343,3134,3927,3718,3145,2736,3975
"ENSMUSG00000045098",1702,2628,1642,1902,2736,4545,3413,1461,3151,2304,3621,562,3414
"ENSMUSG00000045104",3196,1453,361,4850,3109,651,3442,2520,3780,3155,1096,4576,3590
"ENSMUSG00000045126",1659,219,3814,173,2875,4189,1403,4276,2138,4788,2178,4836,2447
"ENSMUSG00000045395",4527,3333,4057,2090,2428,2833,2340,1015,4109,1486,656,926,3691
"ENSMUSG00000045664",13,4721,1080,1633,3972,754,1231,2692,3324,3238,2586,2092,4377
"ENSMUSG00000045678",2133,1242,4328,2575,3225,1275,4187,3898,4931,2934,3829,2783,4383
"ENSMUSG00000045826",4526,1545,1111,493,1750,3088,4138,3881,349,2703,3340,3006,4256
"ENSMUSG00000045883",2745,959,2188,2531,230,1864,3330,2828,3589,139,3735,1713,3136
"ENSMUSG00000045903",4575,712,4181,2982,125,4322,2873,4867,1755,224,2110,2563,3404
"ENSMUSG00000045932",2058,200,2063,461,981,2052,2172,3746,2740,4923,4473,4991,1306
"ENSMUSG00000046008",1164,3185,3211,767,888,4233,2171,3806,1272,2801,1442,4820,2296
"ENSMUSG00000046138",3404,1568,963,4023,3295,76,3488,2889,2488,4500,1669,1691,1360
"ENSMUSG00000046139",4764,179,1894,2168,3529,228,2962,2184,495,2430,3945,3262,1682
"ENSMUSG00000046230",508,417,443,913,4140,1250,4672,608,3754,2983,3597,4317,3137
"ENSMUSG00000046272",3324,3322,4725,4823,1692,3372,1472,3313,1128,1639,3781,661,1340
"ENSMUSG00000046324",1622,806,2308,338,2702,384,1344,1402,2561,4648,365,4604,4606
"ENSMUSG00000046388",4377,2071,1674,3196,2088,2283,1767,1617,611,4160,2737,2495,975
"ENSMUSG00000046585",351,2258,4862,302,2469,4343,1597,1473,3245,3436,4596,4118,3139
"ENSMUSG00000046650",2396,4399,3425,702,4012,2354,1768,2595,767,629,96,998,2574
"ENSMUSG00000046805",8,495,155,1945,4312,1848,2522,4177,4535,4411,1577,4055,766
"ENSMUSG00000046913",2560,4814,2984,3015,1410,4624,30,4629,2356,261,4368,1992,566
"ENSMUSG00000047044",4751,1128,4748,1479,689,318,1356,674,2449,1593,801,4692,1635
"ENSMUSG00000047168",3241,4680,786,1799,4302,3760,2933,4474,3143,2903,4363,144,2219
"ENSMUSG00000047207",1527,2821,1761,2818,1339,1228,1028,1039,1601,298,28,3282,4195
"ENSMUSG00000047298",3105,4850,1947,2244,4935,1330,4370,4551,492,1097,2636,944,4330
"ENSMUSG00000047368",4247,4690,4960,1353,2291,3320,374,608,55,615,1929,1149,311
"ENSMUSG00000047379",3148,1771,3204,573,3901,2282,2714,3517,612,2949,2261,1608,2363
"ENSMUSG00000047423",717,4139,2843,1575,832,98,69,4945,3799,2750,611,3654,1897
"ENSMUSG00000047509",4070,1521,2564,3501,3983,2165,3622,2715,235,4150,359,2666,1612
"ENSMUSG00000047604",544,2968,4902,4874,3057,4425,3859,4362,3046,4038,3768,3264,3306
"ENSMUSG00000047632",1397,501,4371,2921,214,1991,4411,870,3148,2521,1830,357,3649
"ENSMUSG00000047656",926,2375,2159,2219,1772,4276,1403,3889,3272,4396,3778,1617,1755
"ENSMUSG00000047658",320,2145,4149,3847,4807,39,2902,3143,3175,1952,3653,3659,3039
"ENSMUSG00000047731",3543,2737,3037,1730,788,2654,4387,3883,2428,3369,4682,4763,4693
"ENSMUSG00000047733",2486,299,2560,1697,4401,2448,3562,548,3058,2683,4993,3146,4266
"ENSMUSG00000047787",2500,918,302,1383,2398,1412,3713,2219,2420,3615,1826,3901,985
"ENSMUSG00000047810",3017,2729,1192,563,4338,1920,692,72,2327,956,4048,83,3296
"ENSMUSG00000048029",1971,4783,2267,3872,4106,4598,2401,2732,2356,1027,706,1663,87
"ENSMUSG00000048120",2755,2233,1367,3408,4735,3567,364,3434,2042,336,3955,704,2451
"ENSMUSG00000048138",3118,462,120,3493,5,1307,3380,2488,4571,581,91,74,3142
"ENSMUSG00000048292",3103,2110,821,900,3126,3832,2722,2545,4339,2347,956,4588,3819
"ENSMUSG00000048356",678,2601,3093,3222,4180,2719,46,2110,717,4405,4067,2094,3829
"ENSMUSG00000048456",3713,2855,2871,3201,1526,1212,4117,889,3848,4699,1928,932,4473
"ENSMUSG00000048572",2915,411,291,2462,4660,4224,4335,489,1505,4981,437,1007,57
"ENSMUSG00000048612",1192,142,2634,1723,2772,4715,441,459,695,4849,2778,4932,4647
"ENSMUSG00000048720",358,3626,3237,1000,655,2596,4951,3288,4407,1903,2560,205,1325
"ENSMUSG00000048832",261,4425,1068,1148,1512,3635,4829,660,1092,4955,3974,4932,3297
"ENSMUSG00000049015",1725,2269,4721,1474,97,1574,199,209,1798,1545,1909,292,1852
"ENSMUSG00000049134",826,2738,1411,4474,3871,1085,244,1441,1630,724,1477,4968,198
"ENSMUSG00000049164",3424,1114,4989,4891,1673,574,1780,911,4418,4218,3342,1348,153
"ENSMUSG00000049303",4300,4006,2118,3909,3191,3250,3435,1228,1003,2730,2166,4724,4353
"ENSMUSG00000049498",4537,184,805,3986,1552,1314,71,2570,1559,364,1202,4602,2590
"ENSMUSG00000049562",4980,4376,4302,4515,3226,3835,1900,3043,2887,2664,1581,421,3622
"ENSMUSG00000049670",1718,2811,2314,945,883,3223,3665,4138,2806,2779,184,770,4927
"ENSMUSG00000050121",2661,4370,4538,2840,2156,4695,4601,2764,4552,480,1347,146,3493
"ENSMUSG00000050195",4936,512,4644,3191,4561,4392,221,4746,3248,3873,2379,974,4697
"ENSMUSG00000050370",2052,2082,2565,4117,4500,4,619,2195,3942,4795,2084,1264,2160
"ENSMUSG00000050623",1088,239,4095,4945,3581,2499,4421,438,3957,3554,3486,2858,2273
"ENSMUSG00000050815",3846,318,4664,98,2369,2256,2898,1642,111,1295,4809,2333,1720
"ENSMUSG00000050865",2837,3662,3447,4287,4064,1691,770,1819,3966,31,1301,2460,2576
"ENSMUSG00000050957",3536,926,1812,4918,298,4002,2080,492,963,1028,364,4795,155
"ENSMUSG00000051133",2059,615,3030,4901,1879,3591,1446,4950,2281,1491,4349,4318,1470
"ENSMUSG00000051156",2168,2747,452,4319,534,3918,3796,869,1482,2293,4559,4195,2946
"ENSMUSG00000051255",158,2104,2486,1854,3831,2820,4763,4638,2344,4910,4764,3311,4895
"ENSMUSG00000051490",2406,19,3107,726,1113,1584,3821,3770,4132,4409,4932,2375,4213
"ENSMUSG00000051548",2641,4495,2132,85,2813,405,3001,490,1686,4406,4231,3016,2642
"ENSMUSG00000051984",4533,4257,4205,1710,96,1886,3131,2283,1207,2273,3126,2833,1827
"ENSMUSG00000052085",1399,1543,2806,3888,4426,292,3971,1332,2850,1860,1040,3560,4471
"ENSMUSG00000052188",1190,4325,1245,1558,410,3195,2815,1290,3810,297,3390,1117,444
"ENSMUSG00000052387",4630,3945,2782,565,1553,4967,3254,2487,4671,1625,215,1309,4331
"ENSMUSG00000052562",3118,1545,622,3271,2763,1125,4033,4313,743,1873,650,419,2938
"ENSMUSG00000052595",4797,2659,2748,569,2926,3283,860,2406,1738,459,2440,3817,3233
"ENSMUSG00000052920",4523,3517,3067,2220,2790,130,1530,984,3428,3979,3598,1770,2040
"ENSMUSG00000052942",4173,2892,2340,2652,1184,2763,4391,558,4932,699,1518,389,2543
"ENSMUSG00000053080",4283,4420,1125,2750,1165,3903,2466,3218,1691,855,3239,3326,1236
"ENSMUSG00000053117",26,339,3839,1909,3064,4847,1885,972,4913,2193,4852,4549,4836
"ENSMUSG00000053279",3610,4712,3471,2206,4769,1124,3133,3769,1988,3894,3417,3316,146
"ENSMUSG00000053303",3837,3432,1550,4939,3815,2361,4985,280,490,2800,2126,336,157
"ENSMUSG00000053536",419,230,853,2280,2189,1661,3441,2230,1200,4707,1700,4773,2666
"ENSMUSG00000053617",4373,507,1035,3590,2814,4091,2333,2479,1005,866,2578,4064,1345
"ENSMUSG00000053799",750,2491,1587,1046,3068,4463,4982,182,2067,2949,743,2309,3261
"ENSMUSG00000054200",832,3086,1376,3455,890,2817,1232,2273,3588,602,4415,1945,4974
"ENSMUSG00000054237",285,2456,371,3533,770,1219,3169,4679,718,4944,3583,1334,2519
"ENSMUSG00000054523",48,3984,4766,3097,4438,4552,2431,785,1760,1618,217,3973,4366
"ENSMUSG00000054526",4118,2024,468,3331,288,370,3321,3939,777,1401,487,2880,4981
"ENSMUSG00000054611",3645,3711,2417,2940,3830,554,1235,4760,400,152,704,3085,2229
"ENSMUSG00000054827",1912,1767,690,3566,967,843,4580,2078,4464,1483,854,2988,273
"ENSMUSG00000054843",4296,2651,1683,4811,4095,295,4034,2749,4031,2522,137,1201,2249
