task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
137	43/26b302	67840	ALIGN_STAR (Sample: Atha_Ler-0_sl_FLT_0.09G_Rep2)	CACHED	0	2022-09-15 02:34:21.796	13.2s	10s	50.6%	1.1 GB	3.3 GB	334.4 MB	2 MB
134	ce/ca0bb6	69566	ALIGN_STAR (Sample: Atha_Ler-0_sl_FLT_uG_Rep3)	CACHED	0	2022-09-15 02:34:23.502	11.7s	10s	52.9%	1 GB	3.4 GB	334.4 MB	1.9 MB
143	5f/f36dc0	76543	ALIGN_STAR (Sample: Atha_Ler-0_sl_FLT_0.18G_Rep3)	CACHED	0	2022-09-15 02:34:35.229	19.3s	17s	24.3%	1.3 GB	3.5 GB	334.4 MB	2 MB
141	d0/b808ff	67777	ALIGN_STAR (Sample: Atha_Ler-0_sl_FLT_0.18G_Rep1)	CACHED	0	2022-09-15 02:34:21.778	13s	10s	49.8%	1.1 GB	3.4 GB	334.4 MB	2 MB
146	ee/b917ed	76436	ALIGN_STAR (Sample: Atha_Ler-0_sl_FLT_0.36G_Rep3)	CACHED	0	2022-09-15 02:34:35.004	19.5s	17s	27.1%	1.2 GB	3.1 GB	334.4 MB	2 MB
145	e2/d090c2	76238	ALIGN_STAR (Sample: Atha_Ler-0_sl_FLT_0.36G_Rep2)	CACHED	0	2022-09-15 02:34:34.748	20s	18s	26.8%	1.2 GB	3.1 GB	334.4 MB	1.9 MB
148	bf/a9005f	96941	ALIGN_STAR (Sample: Atha_Ler-0_sl_FLT_0.57G_Rep1)	CACHED	0	2022-09-15 02:34:54.524	9.1s	6s	52.1%	1.1 GB	3.1 GB	334.5 MB	2 MB
150	da/c6aa76	67804	ALIGN_STAR (Sample: Atha_Ler-0_sl_FLT_0.57G_Rep3)	CACHED	0	2022-09-15 02:34:21.789	12.9s	11s	49.5%	1.2 GB	3.5 GB	334.5 MB	2 MB
153	05/41ab88	67797	ALIGN_STAR (Sample: Atha_Ler-0_sl_FLT_1G_Rep1)	CACHED	0	2022-09-15 02:34:21.785	13.1s	10s	49.7%	1.1 GB	3.4 GB	334.4 MB	2 MB
156	82/b035fd	96830	ALIGN_STAR (Sample: Atha_Ler-0_sl_FLT_1G_Rep2)	CACHED	0	2022-09-15 02:34:54.415	9s	6s	50.8%	1.2 GB	3.4 GB	334.5 MB	2 MB
144	6c/bb24d0	76398	ALIGN_STAR (Sample: Atha_Ler-0_sl_FLT_0.36G_Rep1)	CACHED	0	2022-09-15 02:34:34.964	19.4s	17s	24.2%	1.2 GB	3.4 GB	334.5 MB	2 MB
132	dd/944fbf	67788	ALIGN_STAR (Sample: Atha_Ler-0_sl_FLT_uG_Rep1)	CACHED	0	2022-09-15 02:34:21.782	12.7s	11s	50.6%	1.2 GB	3.5 GB	334.4 MB	2 MB
158	4e/d864d4	96881	ALIGN_STAR (Sample: Atha_Ler-0_sl_FLT_1G_Rep3)	CACHED	0	2022-09-15 02:34:54.447	8.8s	6s	51.8%	1.1 GB	3.1 GB	334.5 MB	2 MB
151	05/a914b9	96792	ALIGN_STAR (Sample: Atha_Ler-0_sl_FLT_0.57G_Rep4)	CACHED	0	2022-09-15 02:34:54.394	8.5s	6s	51.2%	1.3 GB	3.5 GB	334.4 MB	2 MB
149	94/5abbba	67867	ALIGN_STAR (Sample: Atha_Ler-0_sl_FLT_0.57G_Rep2)	CACHED	0	2022-09-15 02:34:21.801	13.4s	10s	51.2%	1 GB	3.1 GB	334.5 MB	2 MB
140	db/bfd6c0	59625	RAW_MULTIQC (1)	CACHED	0	2022-09-15 02:33:21.893	12.5s	9.4s	78.8%	107.6 MB	2.2 GB	1.6 GB	8.1 MB
139	48/dc8a79	51735	TRIM_MULTIQC (1)	CACHED	0	2022-09-15 02:33:08.073	18.2s	12.5s	36.8%	94.2 MB	2.2 GB	47.8 MB	3 MB
167	75/119bdd	100945	STRANDEDNESS:SORT_INDEX_BAM (Sample:Atha_Ler-0_sl_FLT_0.18G_Rep3)	CACHED	0	2022-09-15 02:34:57.363	2.4s	0ms	114.3%	3.1 MB	5.4 MB	171.3 KB	52.3 KB
147	d2/055bdf	62279	TRIMMED_MULTIQC (1)	CACHED	0	2022-09-15 02:33:27.278	9.6s	8.6s	87.0%	105.2 MB	2.2 GB	1.7 GB	7.8 MB
170	00/7e25bd	97158	STRANDEDNESS:SORT_INDEX_BAM (Sample:Atha_Ler-0_sl_FLT_1G_Rep1)	CACHED	0	2022-09-15 02:34:54.762	2.6s	0ms	109.1%	3.1 MB	5.4 MB	167.5 KB	50.5 KB
154	b0/0e79c5	97270	STRANDEDNESS:SORT_INDEX_BAM (Sample:Atha_Ler-0_sl_FLT_uG_Rep3)	CACHED	0	2022-09-15 02:34:54.891	2.7s	0ms	97.0%	3.2 MB	5.4 MB	165.1 KB	49.5 KB
168	87/ee5615	100397	STRANDEDNESS:SORT_INDEX_BAM (Sample:Atha_Ler-0_sl_FLT_0.36G_Rep1)	CACHED	0	2022-09-15 02:34:56.964	3.2s	0ms	87.3%	3.2 MB	5.4 MB	166.8 KB	50.4 KB
169	7d/ce738f	139066	STRANDEDNESS:SORT_INDEX_BAM (Sample:Atha_Ler-0_sl_FLT_1G_Rep2)	CACHED	0	2022-09-15 02:35:44.890	3.1s	0ms	20.2%	3.1 MB	5.4 MB	173 KB	53.3 KB
163	75/8a2ef1	139487	STRANDEDNESS:SORT_INDEX_BAM (Sample:Atha_Ler-0_sl_FLT_0.57G_Rep1)	CACHED	0	2022-09-15 02:35:45.589	3.5s	0ms	29.8%	0	0	168.7 KB	51.2 KB
165	96/8e9c29	101065	STRANDEDNESS:SORT_INDEX_BAM (Sample:Atha_Ler-0_sl_FLT_0.36G_Rep2)	CACHED	0	2022-09-15 02:34:57.633	2.5s	0ms	34.5%	3.1 MB	5.4 MB	160.7 KB	48.7 KB
172	51/854dc8	108335	ALIGN_MULTIQC (1)	CACHED	0	2022-09-15 02:35:03.989	16.3s	12s	33.6%	86.9 MB	2.2 GB	31.2 MB	2.5 MB
166	aa/ebfca7	97091	STRANDEDNESS:SORT_INDEX_BAM (Sample:Atha_Ler-0_sl_FLT_0.18G_Rep1)	CACHED	0	2022-09-15 02:34:54.724	2.4s	0ms	114.3%	3.1 MB	5.4 MB	166.6 KB	50.5 KB
176	de/c1a7a5	137962	STRANDEDNESS:SORT_INDEX_BAM (Sample:Atha_Ler-0_sl_FLT_0.57G_Rep4)	CACHED	0	2022-09-15 02:35:43.584	4s	0ms	17.6%	0	0	168 KB	50.2 KB
174	3c/42268a	138590	STRANDEDNESS:SORT_INDEX_BAM (Sample:Atha_Ler-0_sl_FLT_1G_Rep3)	CACHED	0	2022-09-15 02:35:44.378	3.4s	0ms	29.4%	0	0	170.6 KB	52 KB
164	ed/1a4277	100857	STRANDEDNESS:SORT_INDEX_BAM (Sample:Atha_Ler-0_sl_FLT_0.36G_Rep3)	CACHED	0	2022-09-15 02:34:57.253	2.3s	0ms	98.0%	3.1 MB	5.4 MB	169.4 KB	50.8 KB
162	3e/fa8454	100997	STRANDEDNESS:SORT_INDEX_BAM (Sample:Atha_Ler-0_sl_FLT_0.09G_Rep3)	CACHED	0	2022-09-15 02:34:57.566	2.4s	0ms	35.0%	0	0	169 KB	51.6 KB
161	f4/056af7	99247	STRANDEDNESS:SORT_INDEX_BAM (Sample:Atha_Ler-0_sl_FLT_uG_Rep4)	CACHED	0	2022-09-15 02:34:56.383	2.2s	0ms	98.0%	3.1 MB	5.4 MB	164.8 KB	48.8 KB
157	0e/0aa871	101283	STRANDEDNESS:SORT_INDEX_BAM (Sample:Atha_Ler-0_sl_FLT_uG_Rep2)	CACHED	0	2022-09-15 02:34:57.766	2.4s	0ms	38.4%	3.1 MB	5.4 MB	166.4 KB	49.5 KB
192	c7/3ccbd9	109193	STRANDEDNESS:GENEBODY_COVERAGE (Sample:Atha_Ler-0_sl_FLT_1G_Rep1)	CACHED	0	2022-09-15 02:35:04.791	21.1s	17s	39.3%	88.3 MB	2.1 GB	525.6 MB	17.7 KB
194	ab/288d3b	115300	STRANDEDNESS:GENEBODY_COVERAGE (Sample:Atha_Ler-0_sl_FLT_uG_Rep3)	CACHED	0	2022-09-15 02:35:12.477	19.8s	16s	41.0%	88.5 MB	2.1 GB	521 MB	16.3 KB
197	76/d8fd62	144523	STRANDEDNESS:GENEBODY_COVERAGE (Sample:Atha_Ler-0_sl_FLT_1G_Rep2)	CACHED	0	2022-09-15 02:35:51.764	16.8s	13s	48.5%	139.2 MB	4.2 GB	537.2 MB	17.4 KB
181	b8/74dfb1	127244	STRANDEDNESS:GENEBODY_COVERAGE (Sample:Atha_Ler-0_sl_FLT_0.18G_Rep3)	CACHED	0	2022-09-15 02:35:28.595	21.2s	18s	42.6%	88.3 MB	2.1 GB	574.6 MB	16.4 KB
177	a3/bc07db	97261	STRANDEDNESS:SORT_INDEX_BAM (Sample:Atha_Ler-0_sl_FLT_0.57G_Rep2)	CACHED	0	2022-09-15 02:34:54.881	2.7s	0ms	97.0%	3.1 MB	5.4 MB	171.3 KB	52.7 KB
196	e0/87de4d	131788	STRANDEDNESS:GENEBODY_COVERAGE (Sample:Atha_Ler-0_sl_FLT_0.36G_Rep1)	CACHED	0	2022-09-15 02:35:35.270	19.7s	16s	43.2%	88.5 MB	2.1 GB	536.1 MB	17.8 KB
209	8b/9f0a6b	113840	STRANDEDNESS:GENEBODY_COVERAGE (Sample:Atha_Ler-0_sl_FLT_0.57G_Rep2)	CACHED	0	2022-09-15 02:35:10.604	20.8s	18s	39.8%	88.3 MB	2.1 GB	542.3 MB	17.6 KB
175	51/fa8b38	96996	STRANDEDNESS:SORT_INDEX_BAM (Sample:Atha_Ler-0_sl_FLT_uG_Rep1)	CACHED	0	2022-09-15 02:34:54.597	1.8s	0ms	44.0%	3.1 MB	5.4 MB	166.1 KB	50 KB
160	00/57caab	100500	STRANDEDNESS:SORT_INDEX_BAM (Sample:Atha_Ler-0_sl_FLT_0.18G_Rep2)	CACHED	0	2022-09-15 02:34:57.112	2.3s	0ms	52.2%	3.1 MB	5.4 MB	165.8 KB	49.8 KB
207	fb/b821ab	107744	STRANDEDNESS:GENEBODY_COVERAGE (Sample:Atha_Ler-0_sl_FLT_0.18G_Rep1)	CACHED	0	2022-09-15 02:35:03.278	20.8s	18s	40.2%	88.3 MB	2.1 GB	537.1 MB	17.6 KB
155	72/8e787c	97175	STRANDEDNESS:SORT_INDEX_BAM (Sample:Atha_Ler-0_sl_FLT_0.09G_Rep2)	CACHED	0	2022-09-15 02:34:54.771	3s	0ms	123.1%	3.1 MB	5.4 MB	166.9 KB	50.2 KB
159	84/08250c	97013	STRANDEDNESS:SORT_INDEX_BAM (Sample:Atha_Ler-0_sl_FLT_0.57G_Rep3)	CACHED	0	2022-09-15 02:34:54.612	2.6s	0ms	111.6%	3.2 MB	5.4 MB	170.8 KB	52.2 KB
227	3d/0c447d	129731	STRANDEDNESS:GENEBODY_COVERAGE (Sample:Atha_Ler-0_sl_FLT_0.09G_Rep3)	CACHED	0	2022-09-15 02:35:32.273	18.7s	16s	44.4%	89.1 MB	2.1 GB	536.7 MB	17.3 KB
225	8b/1c766d	142872	STRANDEDNESS:GENEBODY_COVERAGE (Sample:Atha_Ler-0_sl_FLT_1G_Rep3)	CACHED	0	2022-09-15 02:35:49.767	17.3s	14s	48.9%	89 MB	1.9 GB	534.2 MB	17.2 KB
214	b2/1ba703	134999	STRANDEDNESS:GENEBODY_COVERAGE (Sample:Atha_Ler-0_sl_FLT_uG_Rep2)	CACHED	0	2022-09-15 02:35:39.595	18.2s	16s	44.0%	88.5 MB	2.1 GB	520.7 MB	17.8 KB
184	eb/7511d9	114283	STRANDEDNESS:READ_DISTRIBUTION (Sample:Atha_Ler-0_sl_FLT_uG_Rep3)	CACHED	0	2022-09-15 02:35:11.099	14.2s	11s	39.8%	82.9 MB	2.1 GB	19.9 MB	2.9 KB
228	22/887c4d	141191	STRANDEDNESS:GENEBODY_COVERAGE (Sample:Atha_Ler-0_sl_FLT_0.57G_Rep4)	CACHED	0	2022-09-15 02:35:47.669	16.9s	15s	46.8%	124.1 MB	4.1 GB	512.2 MB	17.7 KB
180	17/50de31	128061	STRANDEDNESS:READ_DISTRIBUTION (Sample:Atha_Ler-0_sl_FLT_0.18G_Rep3)	CACHED	0	2022-09-15 02:35:29.863	13.7s	10s	43.8%	87 MB	2.1 GB	19.9 MB	2.9 KB
152	25/290972	97084	STRANDEDNESS:SORT_INDEX_BAM (Sample:Atha_Ler-0_sl_FLT_0.09G_Rep1)	CACHED	0	2022-09-15 02:34:54.720	2.2s	0ms	94.1%	3.1 MB	5.4 MB	173.7 KB	53.5 KB
221	45/4affb6	141710	STRANDEDNESS:READ_DISTRIBUTION (Sample:Atha_Ler-0_sl_FLT_1G_Rep3)	CACHED	0	2022-09-15 02:35:48.396	11.6s	9s	45.6%	82.3 MB	2.1 GB	19.9 MB	2.9 KB
215	c3/55b642	136254	STRANDEDNESS:READ_DISTRIBUTION (Sample:Atha_Ler-0_sl_FLT_uG_Rep2)	CACHED	0	2022-09-15 02:35:41.368	13.2s	10s	44.5%	86 MB	2.1 GB	19.9 MB	2.9 KB
178	70/380ab2	127022	STRANDEDNESS:INNER_DISTANCE (Sample:Atha_Ler-0_sl_FLT_0.18G_Rep3)	CACHED	0	2022-09-15 02:35:28.289	7s	3s	49.7%	64.7 MB	2.1 GB	15.9 MB	28.1 KB
216	78/4ae44c	122446	STRANDEDNESS:GENEBODY_COVERAGE (Sample:Atha_Ler-0_sl_FLT_uG_Rep4)	CACHED	0	2022-09-15 02:35:22.564	18.7s	16s	42.6%	88.5 MB	2.1 GB	517.4 MB	17.5 KB
217	64/82abe3	122186	STRANDEDNESS:READ_DISTRIBUTION (Sample:Atha_Ler-0_sl_FLT_uG_Rep4)	CACHED	0	2022-09-15 02:35:22.159	13.2s	10s	43.6%	87.1 MB	2.1 GB	19.9 MB	2.9 KB
205	a7/56f2f6	107475	STRANDEDNESS:READ_DISTRIBUTION (Sample:Atha_Ler-0_sl_FLT_0.18G_Rep1)	CACHED	0	2022-09-15 02:35:02.993	15.4s	11s	36.2%	87 MB	2.1 GB	19.9 MB	2.9 KB
190	47/833d7c	111202	STRANDEDNESS:READ_DISTRIBUTION (Sample:Atha_Ler-0_sl_FLT_1G_Rep1)	CACHED	0	2022-09-15 02:35:07.165	14.9s	11s	37.4%	79.9 MB	2.1 GB	19.9 MB	2.9 KB
206	0b/179366	134163	STRANDEDNESS:INNER_DISTANCE (Sample:Atha_Ler-0_sl_FLT_0.36G_Rep2)	CACHED	0	2022-09-15 02:35:38.564	7s	4s	43.2%	64.5 MB	2.1 GB	15.9 MB	27.2 KB
223	15/3d4617	136995	STRANDEDNESS:INNER_DISTANCE (Sample:Atha_Ler-0_sl_FLT_uG_Rep2)	CACHED	0	2022-09-15 02:35:42.097	6.3s	3s	53.6%	64.9 MB	2.1 GB	15.9 MB	27.4 KB
203	02/2a4ca4	147131	STRANDEDNESS:INNER_DISTANCE (Sample:Atha_Ler-0_sl_FLT_0.57G_Rep1)	CACHED	0	2022-09-15 02:35:54.978	5.3s	2s	61.8%	114.1 MB	4.2 GB	15.9 MB	27.3 KB
202	5a/706a42	144006	STRANDEDNESS:INNER_DISTANCE (Sample:Atha_Ler-0_sl_FLT_1G_Rep2)	CACHED	0	2022-09-15 02:35:50.990	6.5s	3s	55.1%	115.4 MB	4.2 GB	15.9 MB	27.4 KB
199	20/4ec30d	134386	STRANDEDNESS:GENEBODY_COVERAGE (Sample:Atha_Ler-0_sl_FLT_0.36G_Rep2)	CACHED	0	2022-09-15 02:35:38.783	18.5s	15s	43.2%	88.4 MB	2.1 GB	504.9 MB	17.5 KB
198	0d/6a731c	147309	STRANDEDNESS:GENEBODY_COVERAGE (Sample:Atha_Ler-0_sl_FLT_0.57G_Rep1)	CACHED	0	2022-09-15 02:35:55.175	17.1s	14s	48.3%	139.2 MB	4.2 GB	532.2 MB	17.2 KB
219	a3/dad293	124791	STRANDEDNESS:READ_DISTRIBUTION (Sample:Atha_Ler-0_sl_FLT_0.36G_Rep3)	CACHED	0	2022-09-15 02:35:25.578	13.2s	10s	43.7%	86.8 MB	2.1 GB	19.9 MB	2.9 KB
231	56/f44d4c	120389	STRANDEDNESS:INNER_DISTANCE (Sample:Atha_Ler-0_sl_FLT_uG_Rep4)	CACHED	0	2022-09-15 02:35:19.662	6.6s	4s	52.1%	64.6 MB	2.1 GB	15.9 MB	26.1 KB
188	1e/7a4ade	132592	STRANDEDNESS:READ_DISTRIBUTION (Sample:Atha_Ler-0_sl_FLT_0.36G_Rep1)	CACHED	0	2022-09-15 02:35:36.482	13.4s	10s	42.4%	77.8 MB	2.1 GB	19.9 MB	2.9 KB
234	d5/29f1a8	108181	STRANDEDNESS:GENEBODY_COVERAGE (Sample:Atha_Ler-0_sl_FLT_0.57G_Rep3)	CACHED	0	2022-09-15 02:35:03.885	21.1s	17s	38.1%	88.4 MB	2.1 GB	528.9 MB	17.6 KB
213	9f/5e5337	114168	STRANDEDNESS:INNER_DISTANCE (Sample:Atha_Ler-0_sl_FLT_0.57G_Rep2)	CACHED	0	2022-09-15 02:35:10.994	7.6s	4s	35.0%	64.8 MB	2.1 GB	15.9 MB	29.4 KB
193	06/32a067	109716	STRANDEDNESS:INNER_DISTANCE (Sample:Atha_Ler-0_sl_FLT_1G_Rep1)	CACHED	0	2022-09-15 02:35:05.307	7.2s	4s	40.3%	64.6 MB	2.1 GB	15.9 MB	27.1 KB
236	64/88cb3e	119463	STRANDEDNESS:GENEBODY_COVERAGE (Sample:Atha_Ler-0_sl_FLT_0.09G_Rep2)	CACHED	0	2022-09-15 02:35:18.466	20.2s	17s	41.2%	88.4 MB	2.1 GB	529 MB	17.5 KB
208	43/cee447	107455	STRANDEDNESS:INNER_DISTANCE (Sample:Atha_Ler-0_sl_FLT_0.18G_Rep1)	CACHED	0	2022-09-15 02:35:02.973	7.6s	4s	44.5%	99.2 MB	4 GB	15.9 MB	28.1 KB
212	a4/006886	112277	STRANDEDNESS:READ_DISTRIBUTION (Sample:Atha_Ler-0_sl_FLT_0.57G_Rep2)	CACHED	0	2022-09-15 02:35:08.272	14.6s	11s	38.9%	86.9 MB	2.1 GB	19.9 MB	2.9 KB
224	77/c0e0c6	141194	STRANDEDNESS:READ_DISTRIBUTION (Sample:Atha_Ler-0_sl_FLT_0.57G_Rep4)	CACHED	0	2022-09-15 02:35:47.677	12s	9s	45.4%	87.1 MB	2.1 GB	19.9 MB	2.9 KB
233	25/7e5393	104597	STRANDEDNESS:GENEBODY_COVERAGE (Sample:Atha_Ler-0_sl_FLT_0.09G_Rep1)	CACHED	0	2022-09-15 02:35:00.268	22s	17s	40.4%	88.4 MB	2.1 GB	546 MB	17.7 KB
200	22/0f67fe	146805	STRANDEDNESS:READ_DISTRIBUTION (Sample:Atha_Ler-0_sl_FLT_0.57G_Rep1)	CACHED	0	2022-09-15 02:35:54.367	11s	8s	52.0%	86.9 MB	2.1 GB	19.9 MB	2.9 KB
237	74/d7172d	123626	STRANDEDNESS:GENEBODY_COVERAGE (Sample:Atha_Ler-0_sl_FLT_0.18G_Rep2)	CACHED	0	2022-09-15 02:35:24.085	20.3s	17s	41.1%	88.7 MB	2.1 GB	525.5 MB	17.5 KB
195	65/8d3db7	116766	STRANDEDNESS:INNER_DISTANCE (Sample:Atha_Ler-0_sl_FLT_uG_Rep3)	CACHED	0	2022-09-15 02:35:14.580	8s	3s	42.0%	115.2 MB	4.2 GB	15.9 MB	27.2 KB
191	57/9acd42	145456	STRANDEDNESS:READ_DISTRIBUTION (Sample:Atha_Ler-0_sl_FLT_1G_Rep2)	CACHED	0	2022-09-15 02:35:52.673	11s	8s	50.4%	87.1 MB	2.1 GB	19.9 MB	2.9 KB
232	bd/ce9a5d	104159	STRANDEDNESS:GENEBODY_COVERAGE (Sample:Atha_Ler-0_sl_FLT_uG_Rep1)	CACHED	0	2022-09-15 02:34:59.478	18.6s	15s	43.0%	139.6 MB	4.2 GB	527.9 MB	17.7 KB
238	a0/aaaaeb	104556	STRANDEDNESS:READ_DISTRIBUTION (Sample:Atha_Ler-0_sl_FLT_0.09G_Rep1)	CACHED	0	2022-09-15 02:35:00.172	13.8s	10s	41.8%	82.9 MB	2.1 GB	19.9 MB	2.9 KB
204	df/be6f6d	134311	STRANDEDNESS:READ_DISTRIBUTION (Sample:Atha_Ler-0_sl_FLT_0.36G_Rep2)	CACHED	0	2022-09-15 02:35:38.698	13.1s	9s	43.4%	86.3 MB	2.1 GB	19.9 MB	2.9 KB
242	23/217daa	107853	STRANDEDNESS:READ_DISTRIBUTION (Sample:Atha_Ler-0_sl_FLT_0.57G_Rep3)	CACHED	0	2022-09-15 02:35:03.462	13.9s	10s	39.4%	78.3 MB	2.1 GB	19.9 MB	2.9 KB
218	bc/ccf547	129270	STRANDEDNESS:READ_DISTRIBUTION (Sample:Atha_Ler-0_sl_FLT_0.09G_Rep3)	CACHED	0	2022-09-15 02:35:31.582	14.1s	10s	42.4%	86.7 MB	2.1 GB	19.9 MB	2.9 KB
235	74/89cb04	102833	STRANDEDNESS:READ_DISTRIBUTION (Sample:Atha_Ler-0_sl_FLT_uG_Rep1)	CACHED	0	2022-09-15 02:34:58.607	9.7s	7s	58.5%	75 MB	2.1 GB	19.9 MB	2.9 KB
244	0d/3913fb	124352	STRANDEDNESS:READ_DISTRIBUTION (Sample:Atha_Ler-0_sl_FLT_0.18G_Rep2)	CACHED	0	2022-09-15 02:35:25.063	12.6s	10s	43.1%	86.9 MB	2.1 GB	19.9 MB	2.9 KB
183	46/50861c	116472	STRANDEDNESS:INFER_EXPERIMENT (Sample:Atha_Ler-0_sl_FLT_uG_Rep3)	CACHED	0	2022-09-15 02:35:13.990	5.6s	2s	40.8%	38.2 MB	2.1 GB	8.9 MB	2 KB
179	9c/39b996	139525	STRANDEDNESS:INFER_EXPERIMENT (Sample:Atha_Ler-0_sl_FLT_0.18G_Rep3)	CACHED	0	2022-09-15 02:35:45.672	4.6s	2s	53.0%	38.3 MB	2.1 GB	8.9 MB	2 KB
220	0b/327c34	124532	STRANDEDNESS:GENEBODY_COVERAGE (Sample:Atha_Ler-0_sl_FLT_0.36G_Rep3)	CACHED	0	2022-09-15 02:35:25.277	19.6s	16s	40.5%	88.5 MB	2.1 GB	513 MB	17.6 KB
247	48/b731eb	104578	STRANDEDNESS:INNER_DISTANCE (Sample:Atha_Ler-0_sl_FLT_0.09G_Rep1)	CACHED	0	2022-09-15 02:35:00.198	5.1s	2s	68.9%	114.8 MB	4.2 GB	15.9 MB	30.1 KB
250	5e/332f11	119242	STRANDEDNESS:INNER_DISTANCE (Sample:Atha_Ler-0_sl_FLT_0.09G_Rep2)	CACHED	0	2022-09-15 02:35:18.184	7.4s	3s	49.5%	115.2 MB	4.2 GB	15.9 MB	27.8 KB
240	b1/af16f4	141372	STRANDEDNESS:INFER_EXPERIMENT (Sample:Atha_Ler-0_sl_FLT_0.57G_Rep4)	CACHED	0	2022-09-15 02:35:47.994	4.7s	1s	55.7%	27.2 MB	2.1 GB	8.9 MB	2 KB
248	3d/f46b63	141245	STRANDEDNESS:INNER_DISTANCE (Sample:Atha_Ler-0_sl_FLT_0.57G_Rep4)	CACHED	0	2022-09-15 02:35:47.765	6.6s	3s	46.1%	115.3 MB	4.2 GB	15.9 MB	26.2 KB
186	66/b43727	133575	STRANDEDNESS:INFER_EXPERIMENT (Sample:Atha_Ler-0_sl_FLT_0.36G_Rep2)	CACHED	0	2022-09-15 02:35:37.697	5.3s	1s	49.6%	38.3 MB	2.1 GB	8.9 MB	2 KB
201	67/952f72	131902	STRANDEDNESS:INNER_DISTANCE (Sample:Atha_Ler-0_sl_FLT_0.36G_Rep1)	CACHED	0	2022-09-15 02:35:35.380	6.7s	4s	47.5%	64.6 MB	2.1 GB	15.9 MB	27.2 KB
245	4d/b153c4	125135	STRANDEDNESS:INNER_DISTANCE (Sample:Atha_Ler-0_sl_FLT_0.36G_Rep3)	CACHED	0	2022-09-15 02:35:25.874	6.6s	4s	42.5%	64.5 MB	2.1 GB	15.9 MB	26.9 KB
249	7d/cb40e2	122737	STRANDEDNESS:INNER_DISTANCE (Sample:Atha_Ler-0_sl_FLT_0.18G_Rep2)	CACHED	0	2022-09-15 02:35:22.976	6.9s	3s	50.9%	113.9 MB	4.2 GB	15.9 MB	26.7 KB
251	06/eff552	142416	STRANDEDNESS:INNER_DISTANCE (Sample:Atha_Ler-0_sl_FLT_1G_Rep3)	CACHED	0	2022-09-15 02:35:49.100	6.8s	4s	51.0%	64.8 MB	2.1 GB	15.9 MB	29.7 KB
182	0f/b7896f	109388	STRANDEDNESS:INFER_EXPERIMENT (Sample:Atha_Ler-0_sl_FLT_1G_Rep1)	CACHED	0	2022-09-15 02:35:05.029	6s	2s	42.7%	25.8 MB	2.1 GB	8.9 MB	2 KB
189	c0/c61e77	143380	STRANDEDNESS:INFER_EXPERIMENT (Sample:Atha_Ler-0_sl_FLT_1G_Rep2)	CACHED	0	2022-09-15 02:35:50.280	4.9s	1s	43.8%	37.8 MB	2.1 GB	8.9 MB	2 KB
252	b3/36a7cd	104370	STRANDEDNESS:INFER_EXPERIMENT (Sample:Atha_Ler-0_sl_FLT_0.09G_Rep1)	CACHED	0	2022-09-15 02:34:59.966	5s	2s	58.7%	37.9 MB	2.1 GB	8.9 MB	2 KB
255	a0/98c3ca	129114	STRANDEDNESS:INNER_DISTANCE (Sample:Atha_Ler-0_sl_FLT_0.09G_Rep3)	CACHED	0	2022-09-15 02:35:31.460	8.1s	3s	42.2%	64.7 MB	2.1 GB	15.9 MB	27.8 KB
210	f4/bdeb8f	107768	STRANDEDNESS:INFER_EXPERIMENT (Sample:Atha_Ler-0_sl_FLT_0.18G_Rep1)	CACHED	0	2022-09-15 02:35:03.304	3.8s	2s	62.7%	12 MB	18 MB	8.9 MB	2 KB
226	25/bc2c7d	122289	STRANDEDNESS:INFER_EXPERIMENT (Sample:Atha_Ler-0_sl_FLT_uG_Rep4)	CACHED	0	2022-09-15 02:35:22.290	4.3s	1s	59.2%	22.9 MB	2.1 GB	8.9 MB	2 KB
230	f0/ba5d11	128997	STRANDEDNESS:INFER_EXPERIMENT (Sample:Atha_Ler-0_sl_FLT_0.09G_Rep3)	CACHED	0	2022-09-15 02:35:31.287	5.2s	2s	54.0%	22.6 MB	2.1 GB	8.9 MB	2 KB
254	ab/6ec385	118826	STRANDEDNESS:INFER_EXPERIMENT (Sample:Atha_Ler-0_sl_FLT_0.09G_Rep2)	CACHED	0	2022-09-15 02:35:17.476	5.6s	2s	49.4%	24 MB	2.1 GB	8.9 MB	2 KB
241	a6/33142c	104221	STRANDEDNESS:INFER_EXPERIMENT (Sample:Atha_Ler-0_sl_FLT_uG_Rep1)	CACHED	0	2022-09-15 02:34:59.578	4.2s	1s	83.4%	22.5 MB	2.1 GB	8.9 MB	2 KB
211	5f/878b46	112998	STRANDEDNESS:INFER_EXPERIMENT (Sample:Atha_Ler-0_sl_FLT_0.57G_Rep2)	CACHED	0	2022-09-15 02:35:09.389	5.2s	2s	46.8%	38.2 MB	2.1 GB	8.9 MB	2 KB
185	b8/d70b5c	146937	STRANDEDNESS:INFER_EXPERIMENT (Sample:Atha_Ler-0_sl_FLT_0.57G_Rep1)	CACHED	0	2022-09-15 02:35:54.660	4s	2s	58.8%	38 MB	2.1 GB	8.9 MB	2 KB
256	ab/ff677e	122811	STRANDEDNESS:INFER_EXPERIMENT (Sample:Atha_Ler-0_sl_FLT_0.18G_Rep2)	CACHED	0	2022-09-15 02:35:23.068	5.2s	1s	57.9%	16.6 MB	61.6 MB	8.9 MB	2 KB
