"","Mmus_C57-6J_LVR_GC_I_Rep1_M31","Mmus_C57-6J_LVR_GC_I_Rep2_M32","Mmus_C57-6J_LVR_FLT_I_Rep1_M21","Mmus_C57-6J_LVR_FLT_I_Rep2_M22","Mmus_C57-6J_LVR_GC_C_Rep1_M36","Mmus_C57-6J_LVR_GC_C_Rep2_M37","Mmus_C57-6J_LVR_GC_C_Rep3_M38","Mmus_C57-6J_LVR_GC_C_Rep4_M39","Mmus_C57-6J_LVR_GC_C_Rep5_M40","Mmus_C57-6J_LVR_FLT_C_Rep1_M25","Mmus_C57-6J_LVR_FLT_C_Rep2_M26","Mmus_C57-6J_LVR_FLT_C_Rep3_M27","Mmus_C57-6J_LVR_FLT_C_Rep4_M28","Mmus_C57-6J_LVR_FLT_C_Rep5_M30"
"ENSMUSG00000024943",4411.96040235526,3027.27653002023,2006.85565647531,891.883851483715,1952.21671852832,3651.60975194871,2553.85263894138,4183.89183008583,1288.79957490336,3296.28036649221,2608.92396809976,4351.26968515655,1789.64806917979,4296.5439085349
"ENSMUSG00000024944",4975.01589647469,2845.10969594249,2749.11507822714,4309.36017666068,1831.38386754693,2746.11261567645,4425.94471338975,4973.53389110569,1214.61840786219,4777.4860433771,1721.89341086012,2855.2092971996,3040.01162152376,2606.66143528107
"ENSMUSG00000024947",3903.72348677506,2315.40953640858,732.147909480645,3253.15170400712,2401.17116641309,822.590181950428,925.862048043455,3802.54604698223,738.803943030211,3203.82748949218,3284.92302275308,945.422416049383,5020.84433120891,4360.20944846874
"ENSMUSG00000024948",238.382940487925,2658.89532704373,205.126233414058,4736.19234717203,1369.97172780929,3242.88582920226,4533.76811288627,1336.98905680079,3188.505490499,3019.96346474494,984.22415036105,1386.76085084551,4121.52551273645,4567.48948491895
"ENSMUSG00000024949",846.356623267357,2628.87175349642,1463.36968422831,2183.38727489272,1075.05100715203,2683.90896433056,787.859034937437,4300.44568281676,4119.80262132591,3006.49187357724,1521.60432280599,4267.49150369903,1457.97391157874,4691.7850232688
"ENSMUSG00000024952",2311.72019229393,2550.79213639914,4513.81631413772,1870.31946138156,1064.58532890507,4657.59411764576,329.804248756725,4095.84381465539,2264.39483681064,3608.38859412594,2327.65683692146,2956.29673305449,1821.93610789965,2209.43856659134
"ENSMUSG00000024953",3536.19826895179,252.659444694403,1095.13678187472,1520.39944697031,1122.04001444402,3235.19139399244,649.200197561678,2726.66136337196,3721.34479185434,63.5669169564101,3956.97888114007,2099.46769794815,4343.82092982405,2433.17607005777
"ENSMUSG00000024955",647.659737818362,2760.25049748835,1335.47646923899,1124.66595069528,1400.72869380324,1025.55542243035,3923.80538519418,4114.63289970615,911.802848664182,1993.43309733886,957.152773079467,2868.79021308988,4467.42862346292,4133.98567860864
"ENSMUSG00000024957",3058.94910381435,3232.52620028265,2330.39811148372,3028.95057879276,230.230542955323,574.303665030093,1276.47823790463,660.81738143402,3789.10552042192,3946.40272170414,2966.11601337739,3552.66367808162,3808.63840014274,3531.22110236294
"ENSMUSG00000024958",1150.84956649504,1899.07798980931,132.168532398413,2723.94654649038,3775.99853189172,1899.02870915451,2180.36595569733,4913.1806947679,1135.28922472633,3161.54730792389,3513.13745448806,4123.50332857785,205.450722754913,3563.26969932481
"ENSMUSG00000024959",1475.41990019201,143.157000688045,1240.26940964992,4823.73282978057,576.525695731164,551.330871830038,984.362541855727,1688.85137489864,4371.15774410513,2615.57301953002,3393.63135680766,4556.45082689156,4040.08920526164,4286.78633938865
"ENSMUSG00000024960",3156.01982350883,367.399156633638,233.674899806506,1923.67883671223,780.124192336906,1243.36371530751,461.106837968046,3587.48593461183,3293.59301593094,3028.60670833315,1693.99840539662,3657.87306310431,4273.82806755132,1464.55167541975
"ENSMUSG00000024962",4931.08233472345,3016.33307687767,3663.69963154194,1736.41632214241,1357.6044668446,217.277265550299,4002.59750575809,3131.1647506135,1217.6975527381,1436.84519982585,257.124001136475,2135.25413238222,4245.51513729212,3327.24956502439
"ENSMUSG00000024963",3688.17279556689,2019.24702427829,4688.29139495047,3798.88750010763,315.851525510105,453.693316370846,2504.32730623257,829.579386339703,3247.1960284388,1247.16535873042,2081.94400839197,1630.79304821189,3275.51224512644,3472.92872286114
"ENSMUSG00000024965",3719.86591356978,2830.06244443969,4882.85541703203,2636.39345282097,4308.76724282311,213.449293385109,3167.62902946353,3720.49382556429,3837.55306609007,1265.35486060814,3652.88119307074,1986.20536159217,2635.45667841012,1530.59535750275
"ENSMUSG00000024966",1875.96668581857,2595.81266679674,374.302864313243,2633.3678335904,3506.75781818463,4612.60764010305,2103.96277892425,4507.13784486004,4975.93818982187,1135.35718540508,347.662681731001,983.400303102029,3169.41791981785,667.207078202971
"ENSMUSG00000024968",4933.89479094018,3978.33427797486,4255.84276869057,2984.65806313608,1310.03608689402,4352.24582893458,957.853377401932,1267.42933031757,2961.86030334554,3037.29939495357,4732.36706034951,921.103724615301,3428.00076225684,2989.31305794339
"ENSMUSG00000024969",2866.57029031656,667.727044084425,3829.7137528376,4885.20178262939,139.851737517899,4301.52790322692,1106.45127290801,524.773797035823,3132.88429064592,3741.23336859919,1629.47404984288,1872.83818449223,2736.5844547082,3178.68388268363
"ENSMUSG00000024970",3343.346735933,2304.51004033486,3326.43022208734,2139.08975258081,77.0609558546915,324.48021094683,1859.71927016344,2924.60211168517,183.377808503185,927.367466554685,1601.5329729687,721.973925404067,3523.95019812955,3781.80197944729
"ENSMUSG00000024972",2299.62401602204,2432.62673674567,3780.03253101059,1395.21121852612,2051.15846042714,3431.47199770154,4737.16183905388,1009.65905554227,1772.99997602672,347.633986820722,1784.55188368503,3197.33058347761,2940.0077077819,2601.81632703875
"ENSMUSG00000024973",3718.10680635406,2445.69735894364,3160.42257369451,3092.30457631291,2366.04259161287,2240.71866234966,1923.96877075721,1206.02807535062,4903.7817028579,4810.36163797377,1885.55298459441,2404.85153658807,3247.45092331105,3004.83443210254
"ENSMUSG00000024974",3153.00472696266,4191.53854822976,1487.69302995806,3481.9735601791,4272.60486034907,304.381434022111,186.272799370131,1844.38242776289,3539.81229600661,2200.41773478092,3117.39642964947,558.58658163807,1309.90297252313,3661.37734685545
"ENSMUSG00000024975",656.879031839062,2253.4467604991,1379.40843358304,4485.15014589769,3933.65301194383,3581.01289958463,1526.16472876077,1445.99135532352,2689.04410809647,2443.64245116103,2390.30843860388,2715.95328126889,1565.74361686225,3512.90753703185
"ENSMUSG00000024976",4991.90791036904,2250.44039008525,1689.64954030681,272.798833074424,3674.19793201409,1906.68415601722,3947.36338178266,2592.16348749749,4724.56395807948,248.450265726374,2701.36102609609,2749.02574488378,2222.44564958878,2367.75872216751
"ENSMUSG00000024978",1767.09172165943,1051.80052814707,2066.29926279443,1189.98790330778,4589.91504380755,567.212830080028,1477.23487044881,5189.31641532935,2839.86070336019,3200.05253873711,3240.57993040701,3872.98369249912,4547.40175712752,286.765381665009
"ENSMUSG00000024979",3735.00767223584,2959.23840394315,1191.63067060611,2236.73369634062,2559.191000871,1826.28240490574,2395.14992332426,1530.31590662253,795.319874796151,1864.38092901822,1826.87960334868,4419.63915450358,2401.78688599223,1122.68632026967
"ENSMUSG00000024981",3172.12243055367,2871.84638446924,1197.56760370747,2270.23945997987,3149.94620465999,2996.41390758571,1576.20812602408,3274.99530438426,338.112891535243,2484.36695921426,2985.01647600952,2775.70805975181,2178.43348369675,2931.32654654783
"ENSMUSG00000024982",2978.73281257898,4783.17982265026,3782.14313986868,762.026909208145,1489.8451564856,4550.40452327431,162.861822512275,3066.80603450708,2612.6186824355,3866.40459546882,4302.9031542203,2878.70962103072,4524.16252890099,2567.81831035326
"ENSMUSG00000024983",814.284242422098,2696.91298197407,4981.18380489694,457.017032230225,4155.59295828551,3032.3298705796,5037.44130173038,1771.76136487301,132.897706312163,1538.83559398065,1446.51591189191,3031.89761576703,2611.48356310106,2549.37160668328
"ENSMUSG00000024985",3809.03403517342,4765.17423163868,3764.16504681455,554.659140573229,3951.05662641034,3357.76310116522,142.503252641155,2665.81132687219,2200.53274470128,515.19737658871,418.929359979694,4351.25259547675,2631.27795321052,4243.11393426992
"ENSMUSG00000024986",1740.74947536487,1716.8554605619,3516.75128318089,1725.38880668497,387.208266795404,4617.41082527409,1647.93747572404,1570.23711429044,795.325514578976,4633.84890579251,4034.24931730859,1992.33028204174,4652.47869966503,3767.24145142929
"ENSMUSG00000024987",4255.86634809974,4989.45686970414,4218.83407082859,420.76867313462,213.106422847163,4771.47692796717,1669.40481166357,3197.70688069368,1383.57254898157,4068.71943655113,2998.86200572101,3716.0590065788,1882.40477154039,1989.9581549705
"ENSMUSG00000024989",3840.08753548785,125.135428328439,4631.19841381708,1438.49203298927,2885.50761502079,621.206200665129,4584.53795306715,2728.21556789721,4100.24955126688,2443.08570625104,3882.06606458745,4195.01810661799,3276.84852003225,3760.43969109621
"ENSMUSG00000024990",2595.72680932003,861.560615946671,1248.50225994734,4403.28095556141,511.232024888365,3907.53035284209,5210.71152195443,1612.54244686925,93.2703474321645,2691.65730356865,4525.71638420176,2936.33945260384,319.006708417092,3652.1769683936
"ENSMUSG00000024991",762.411565031653,4832.82913375767,2262.07140696102,2647.53102677089,754.575121319478,3492.20281904737,4525.30382620456,2583.34349798523,1720.28638447777,1354.43757248571,1919.79414224671,642.557547328069,189.701030316417,4370.12891148557
"ENSMUSG00000024992",2841.46510559779,1534.65799154236,2445.65744902184,3832.29340327845,1120.71796883967,646.091402935052,4150.8635978987,4392.58805188501,1808.02973543045,1738.16922554099,2076.36500275539,1896.34369295426,3038.03913093937,3235.03618144806
"ENSMUSG00000024993",3770.02575180756,1001.09074441618,3858.2822635684,2532.68691770129,3761.72083363445,3411.35359527271,563.916705689512,1483.27416890258,1942.98294731906,1859.54866636318,266.762369041684,3729.35291769044,4630.47668431564,556.48707935181
"ENSMUSG00000024997",2148.43790537938,730.796198318068,3559.04763555932,3825.19400710835,150.316412185204,4510.17860851084,867.259475878545,5056.41884901141,3494.48001550632,4695.58428537471,3124.09394895867,1417.3968354207,135.576534159868,869.212202425637
"ENSMUSG00000024998",1457.26720804903,1125.21027349966,1104.93459643304,2722.99332697531,4740.70580616084,2080.8980461343,3153.27529923194,4435.5874109146,2511.67372552846,3855.69714004605,2940.27754262136,1015.06392182922,1352.69359526542,3344.78262777718
"ENSMUSG00000024999",2302.59470308943,3502.77287877648,5209.57945174312,466.07843151397,108.456731624971,2777.71839041753,635.139814532193,506.367442855695,1209.47573975547,3964.53050343511,2490.5062460447,4471.78811599577,4100.81860282329,1938.49936551283
"ENSMUSG00000025001",837.340629428521,1484.61290247613,5099.60076326114,2610.20860665055,4583.69302846072,2368.04755037512,3295.96868194821,2190.12589242632,1873.95359289464,392.901623465909,4686.14886417083,1376.54840848952,3113.07150232256,2734.85839707069
"ENSMUSG00000025002",3690.84589302596,2251.4412925541,2766.03455889917,2417.94419806055,4605.59109776939,3225.66557912748,3639.96033610289,4375.17150759102,2141.81613980385,4448.02913376372,151.19920955904,339.032914677418,4623.23037422619,650.696636630281
"ENSMUSG00000025003",552.878205913222,4347.72059473538,3639.40745255076,950.264091959847,4514.25656585368,4280.46510715442,784.795294799452,4770.02110857216,3930.26620591379,1499.37415962916,2756.24394764309,312.48178644124,4931.91147713701,350.599012402511
"ENSMUSG00000025004",4064.88659568904,3880.1478475036,2072.78154140364,1869.10262345894,362.766678924055,576.60595123343,2502.54718979128,1128.04494878277,558.192578976581,2759.80544790684,1694.62115102358,3036.47176374631,3736.97912626696,5010.8631523821
"ENSMUSG00000025006",1166.73919411253,1204.86776270595,1184.95527266868,1648.14367174416,1394.71189762463,2356.90452329654,4471.09440360234,816.704538787381,475.437661443005,1548.31161842639,2663.1385605603,890.521762442851,804.78594747946,888.063776072991
"ENSMUSG00000025007",859.375236154102,404.440646823122,4586.79400195891,2116.94280649262,3321.23157400071,1465.42516286825,556.796939855734,3118.9602334268,2944.34662896044,2026.15055174946,236.907228598246,4141.90305453104,2067.02053132189,1083.84447638
"ENSMUSG00000025008",4789.64226991016,2841.09120202426,984.395045134105,3701.3867072952,2523.0340463439,469.97009951958,2844.02195727012,4621.6773034735,2993.79876201399,3168.25454167001,3066.32491799936,4664.75235771516,400.473951160172,2926.18774968867
"ENSMUSG00000025010",4074.36522988005,4647.00698298109,1896.89167504694,2181.40696027788,3943.448101057,1109.36427288081,4494.84288122179,4284.17317178956,3967.36827788383,744.373353827146,3721.30941004554,2408.98497612701,4164.43328203992,3501.14686325666
"ENSMUSG00000025013",2083.2521458657,347.37415400688,135.341215920268,1468.70076014645,1063.63707897635,3105.07185950741,4507.04942814393,1011.71195148512,187.499647815553,4637.64339275094,3433.35471211022,41.8687635627873,5157.31159076691,4829.73819033191
"ENSMUSG00000025014",1463.33472193038,1857.01475869895,3947.09003669554,3606.78622462608,1206.3362153801,3183.56041572509,1680.54487530193,4115.31983795513,1301.1574904178,2167.69033113961,146.382693456463,2567.24613137208,5213.50520942631,908.059252953829
"ENSMUSG00000025016",3829.95378469671,3432.69018171484,2667.70267576585,3664.21357999806,0,2918.4256153041,4193.51086666904,584.114605338187,3019.57124588806,338.961995598053,12.5200239540358,2254.78982956083,4092.50050135178,1487.86761030715
"ENSMUSG00000025017",4346.79672859341,812.876194224855,3485.03609472931,3314.89083740646,554.651341790648,3341.49262318093,1274.35561600262,1876.11472850084,376.029381934972,355.335184800967,1256.80709606453,5004.84583731117,2095.25065106982,788.607689253594
"ENSMUSG00000025019",2831.41982475438,4175.4972652813,1465.4916071635,4776.54930541662,904.757491857127,4672.92263402376,1972.59723080073,1487.39054302816,3493.4687604966,4001.12263551673,622.145118807566,4345.16081434861,2127.58677762188,2274.53187129709
"ENSMUSG00000025020",85.1332319636935,4804.18047525161,5194.77602020391,18.1196465138741,857.188275440433,3237.16010241149,1848.43003195817,2998.30352539052,2073.82740518462,898.450213567709,3026.92694043439,3165.68389168991,3388.48216520501,3635.16997963416
"ENSMUSG00000025024",308.493914265799,4065.43037482628,62.3837807699856,2593.07781105731,1609.71733586538,1475.95385916769,3726.57386168807,1341.08079427124,3101.96877095541,2030.9669470244,452.627303010107,1525.64150674386,5214.47787460056,4516.01816642926
"ENSMUSG00000025025",4047.43188677917,2876.12875824614,802.528442228559,1427.41465762854,1359.51357744485,4106.27241229382,2768.65261632944,4082.59081086839,4825.51037486714,4789.91266629485,4049.61430284296,3711.98950194773,4693.10711608435,963.416546799545
"ENSMUSG00000025026",4305.89312627157,1937.88993755388,2066.51346803754,837.817940005851,4426.88876366662,6.93595230475378,1347.65470648354,1468.76045207104,244.219388852535,1539.14814956662,1134.52679056037,1586.72624212613,1429.76895349471,797.248859688897
"ENSMUSG00000025027",2496.98512738946,769.835810307808,2179.20161122014,3826.21447534736,2841.74253248105,344.582905218766,4373.89709746304,1175.36845436686,1888.3799168345,1974.13048074073,3486.22346414052,2753.10345285466,856.224682763127,4433.46977035363
"ENSMUSG00000025034",842.334203565695,4262.62212752454,3495.60789042723,1097.23526943988,4417.21944427136,4424.04338606878,1050.45842300297,2661.72457545863,4838.91791443006,1805.59752520563,4670.80340466562,432.981789581837,250.298949166321,1655.87725124635
"ENSMUSG00000025035",1729.85882859653,4681.19494623278,2409.68593732917,1935.71590107498,3577.14567121564,1787.03164813502,2094.9883471342,4409.78630965371,3131.80270897809,166.606724756582,639.432115999975,3670.04868312425,3846.05254575516,1463.55863299988
"ENSMUSG00000025036",3552.60716974428,2233.41780704438,4792.98026039306,1981.06865237172,4538.99856540986,3892.81662216936,5012.03001180642,4952.13043968368,682.002586268936,2878.3488672111,3400.55535544288,2464.11919364548,189.811033711532,209.776987744628
"ENSMUSG00000025041",4030.37322019414,2420.62602084149,2166.51012699814,1351.92032011024,3895.87787393821,3753.07648626313,4866.46772690255,1574.32451782653,2243.80288403071,3986.75089763886,2190.95766585575,3984.65201349617,1085.67853066741,447.717235549579
"ENSMUSG00000025047",4453.9636789695,17.0183205607879,709.483494161135,4824.87594640427,2033.08638779736,2529.81490583834,2573.13039014761,418.392087580117,759.269931818282,1092.00294769678,3900.44019608909,2369.15722496388,4012.174842628,665.26602827906
"ENSMUSG00000025049",891.396049642162,875.944875973526,4193.46246972156,87.5782428196555,3703.69969142117,1592.73611706556,4279.08202358349,1540.58089395073,769.572192561496,334.150636818473,4362.6993921285,969.107463250162,4232.20859772751,3773.07857589925
"ENSMUSG00000025050",2198.47003598407,612.663256203146,3074.78194932286,2792.42087368064,2115.85259349677,2487.68879147445,3285.70965222877,3585.46099536287,1020.94343994173,2878.34902423426,2570.39980779097,697.46928435424,2733.48731167576,4651.9989016038
"ENSMUSG00000025060",1151.81060577492,2882.11424439173,1283.62650359653,4448.35829571771,212.156271511932,1743.96806764956,3966.63279354534,1438.28065988422,3610.90811143993,1337.57243437454,2717.76391065111,2246.61041451963,4120.59264185145,3652.64789648993
"ENSMUSG00000025064",752.18389995293,1865.01640235383,4036.97343731547,1692.16636409199,2188.15825274923,4729.38740609851,2618.9827334392,3570.12426410394,2259.263712396,2932.26439129397,3714.52725593159,4455.43469370486,661.212573600563,3900.30043088491
"ENSMUSG00000025066",1245.01402632122,2753.01466296623,5008.67541266073,775.098590052921,3092.89539828114,825.077365933391,178.138822368859,447.023361213263,2801.14037710955,3039.27276427637,799.308114179049,3591.47166082726,4196.54646914157,4840.38338412613
"ENSMUSG00000025068",3821.22835823109,3178.6390710233,4673.36747146851,1181.03570709937,955.232661013815,2824.20217324382,1007.27866008994,3281.39234551699,3478.74968923801,2145.99614101292,4570.16195301856,4185.75665794813,2901.93307942822,2275.05488520175
"ENSMUSG00000025069",3703.03800019387,4588.05622712085,5194.73863539082,2630.3024532471,1827.58239398769,4432.65087250009,1909.66127040957,2112.34361992059,2934.01722251638,3207.83847852682,1926.99936257029,2347.66231234756,1217.03557578581,305.920999332877
"ENSMUSG00000025075",2199.53205197082,2422.64894803609,2133.7278075431,781.146375353145,2805.59701657571,4379.05864722494,4139.83866369266,2707.72179365785,399.720557742034,3996.46823389322,1092.0854655304,2202.67313449265,1328.65105188858,1834.56362698431
"ENSMUSG00000025076",2178.50262619499,4372.77468985278,1304.77241925128,3977.18056699846,3905.36848456277,4503.47367344494,4662.08045737825,3512.78145169046,3798.38862456486,2295.80572202456,31.7800136223131,379.877959487364,2244.29706359623,3061.17761955633
"ENSMUSG00000025077",847.336623900281,709.76903909706,4847.95129549374,1070.06223439179,4651.27062269695,2621.69851622184,122.144559138523,2631.04014468041,4539.11979228521,2606.78684060619,1162.41517931337,4430.91370477213,2890.980507668,2573.64764068023
"ENSMUSG00000025078",448.699159683452,2701.90771974238,1551.13732669946,3789.0317743226,638.372778487582,880.600264154968,1359.84476028073,286.430476095873,4873.9625809244,4328.52022948213,296.627242999872,3168.75288749218,3142.37047431956,2073.49591265
"ENSMUSG00000025081",3678.72596858533,4333.66145388136,2241.5891396864,1825.05849211547,28.5412635157261,4521.69197566892,1471.8044139665,3481.15606682337,3544.9818538577,831.999085363335,4700.77875358366,4609.6540813298,2242.31900867304,3245.725974461
"ENSMUSG00000025082",3855.01672244087,23.0247973507669,4117.33358723793,4354.76389635616,4659.83421976539,1100.74994028161,2900.87726135323,1224.48878004794,3768.53705465632,3201.86038911319,750.233989083223,2491.70224022328,180.427742946495,2123.02597633516
"ENSMUSG00000025083",2693.27040465267,4348.71775661932,4209.32076568353,5011.03931076748,391.013736285117,1302.70914654018,3196.16993014491,4331.18098918827,3353.34771545491,3580.38475394556,1227.88972272834,1435.78335614754,3270.56789107621,803.173122864242
"ENSMUSG00000025085",3487.49207295548,544.587881619397,1052.06506056104,4339.65228028932,864.797482529842,891.129879889421,3865.86033181783,4399.74256951856,601.645653843454,1820.02119255198,2607.00853760983,4199.11442306679,1309.91591570667,3608.94034783532
"ENSMUSG00000025086",1681.66066325456,573.621677953394,2495.35238317969,4296.33405193435,3325.04538983557,4398.20085373143,3326.44308117918,2877.57017863834,1416.54540442277,1620.70178968979,1465.76795410899,4353.30706283355,448.453028016246,777.922582773583
"ENSMUSG00000025089",1884.98778193846,3919.25784139124,4075.02712856882,2737.05698849284,1776.2159892171,1428.10265009877,4983.54771529528,1219.35814608111,3589.25936238426,3757.57357239429,3284.96728990788,3652.76543000224,1029.35832821919,4561.66425469251
"ENSMUSG00000025090",4147.79454705738,3507.86399362884,452.546338311516,32.2115731656894,338.685833852646,3495.56150040363,4591.02871050612,2927.61624130868,3610.87504145031,2868.8712953615,2043.49320364649,2734.69191982665,4742.92447578604,2642.58545672863
"ENSMUSG00000025091",612.978560336534,2792.03855699818,3507.23770060574,2928.29200207154,619.341997655692,564.729790735475,2072.45369468242,3183.41170980094,4494.81848466084,4221.77447267215,3326.34363638551,3150.34107835769,4568.94539972746,2681.44821111147
"ENSMUSG00000025092",2893.64831127432,4761.19665426435,2211.9805482175,4923.41268315342,3682.74893922378,14.3575172093847,4573.51175832119,4493.78553121266,4328.94823950381,4670.57199075288,3523.73410536932,4850.59397490017,490.158471960849,4780.17741916896
"ENSMUSG00000025094",1723.68987707765,1577.69904884237,3630.9511077507,731.83395349552,1294.82126657542,4583.90575862893,4756.41935198114,841.900059379596,2299.44640753548,2465.19128326718,3939.93308500906,2797.03803686513,4786.02936813211,3134.03706839637
"ENSMUSG00000025154",3167.98201080037,1993.15045929017,1152.51361579248,3708.48801911234,2211.94151762441,3706.1818380338,1332.38458348318,1080.24481623887,3822.09956281572,134.816152439013,3501.69986882247,4606.57004803822,573.610664373407,1794.75889673736
"ENSMUSG00000025157",1237.06224228793,218.243432979654,5269.79938413515,1479.71370996293,4088.98128806244,3345.2997398175,2633.54558959012,4041.51269700764,1356.7689115729,4067.95339251845,3771.98039262068,197.083254225548,3424.70323754527,905.132341051046
"ENSMUSG00000025159",318.502816054866,503.544310712903,1326.9770873261,707.668987866587,1746.71978797647,3933.99069223039,1517.64777898832,1027.04887876913,3262.69163860171,283.115314893279,4715.13984298888,5101.84090327261,4663.93939640333,2596.96102118012
"ENSMUSG00000025171",2561.17461646149,4629.08708142766,355.270093450124,255.680363066176,2076.83148765057,4414.44354650024,1227.652960461,1188.64548981446,316.273862661726,1961.681288438,501.728597263408,3357.61222251746,209.616335612105,385.559577420251
"ENSMUSG00000025172",4887.92218368853,3338.65924369479,1261.42058582712,61.4038230127466,4722.58572150393,369.466040406732,2975.44071937135,2962.42043466743,2332.39393059836,4157.34364714429,1664.09689184983,2645.86175876894,2169.18274607907,1429.58292324377
"ENSMUSG00000025176",4088.9890201564,1344.47620898164,158.025251848403,2784.75395614965,1595.85408256894,1904.68968992472,2101.18526172965,570.895613862595,3472.36415535375,4737.5782991782,2522.20033631168,5028.91350185345,3198.92864810475,4084.41233552238
"ENSMUSG00000025178",4164.52089478461,1183.27627321408,2657.12840850847,2341.46004431831,4223.15018045166,648.963422362924,481.447397939523,5030.92828125819,2271.62886097351,4752.25627731415,549.912161845966,1740.10458342058,2662.60023675856,1214.96049055753
"ENSMUSG00000025184",1390.20467226451,3437.72976428163,4613.22943373712,2480.35339710069,2943.54368236101,22.0149222747384,3375.31967769548,5023.719176618,3422.37194516208,2398.80059850295,4770.95223615367,2243.5389842323,1732.27418728309,3438.97934519483
"ENSMUSG00000025185",3562.64451981006,4335.70195703227,4126.84738480435,4806.69480615261,2258.55661035889,1657.81970846229,564.92711916307,855.188812229526,1999.64639507551,2060.78942171576,4315.43540264298,483.019727443572,1437.13255954423,170.929254558301
"ENSMUSG00000025188",3894.15482748508,3396.68253382461,2520.72073907527,1884.43282977667,1970.29495635581,2030.16324070072,3348.81111151245,4974.63988924319,2644.56605179608,527.714453553253,4312.57270239207,2533.55086511651,1444.44180353052,3296.20679115658
"ENSMUSG00000025189",2229.52164805578,3706.01342251899,869.143978772732,4876.16407061722,1568.81311296662,3720.52511386259,2355.37331548905,1175.37585592098,2744.49332471308,226.300676142613,1545.70520246974,3411.77773479542,3254.94261023644,2191.97491134991
"ENSMUSG00000025190",1467.36951582428,941.029609458606,3236.55404560462,3784.90222732892,4014.77199775608,2406.31707865229,3244.14887429499,890.979140069007,302.881794026953,2184.11060812859,2925.66816069626,745.45812084865,5208.15341940519,3210.73712352845
"ENSMUSG00000025192",141.223134408354,4992.40724945715,4469.43011795961,2391.77606764514,1837.10001712455,1339.08266088415,3464.86436523536,3349.15552824246,639.763605901293,909.05500207841,262.914229615638,1034.45987550497,1609.21957209605,2167.69503349425
"ENSMUSG00000025193",648.056928022632,200.220090306059,3020.85307506543,634.16753812257,3726.4992484332,3922.4603765755,5078.58139507522,3634.47115650658,5110.86131851388,4691.86026219063,260.012667732348,2141.39632901177,2007.5178334516,4852.02869919995
"ENSMUSG00000025194",2649.1370411903,1184.37867824233,219.225953076764,2419.38222173184,683.689542044361,3684.21177449941,5588.95467849436,341.267705035599,3080.8855110323,4502.22950416966,1326.5964147497,4517.93525510694,2580.14887718612,3886.812959174
"ENSMUSG00000025195",3147.91167119254,4999.38353528023,1332.26512012276,3045.11411781946,2708.56448785753,1256.76935901503,4964.05929685808,3931.25431335998,325.548874926323,161.778143628028,527.764315339258,2266.01963434211,1649.92376461451,3227.27162164291
"ENSMUSG00000025196",1866.95598557421,1341.45432838607,495.898404529279,3147.75752838905,4436.24726048615,4648.97891909758,1678.49261588815,1932.35942177228,2112.97029835963,4218.83649078547,1895.28792128936,940.510118866826,2954.57222173984,884.753258014561
"ENSMUSG00000025197",2228.6263324455,1798.87920554334,1537.87844660143,4761.40306556392,2869.99892628507,4225.66946171167,4383.03215946163,231.831229328834,3146.23753332642,436.485542214104,1427.87404686323,2443.90594260216,746.877928892551,2066.00936722878
"ENSMUSG00000025198",507.813880940522,2928.19854823819,1826.04008970201,1818.98621606996,491.859627771129,4089.99400276908,3499.55904960039,2733.29970449108,4463.8923210711,3468.73221019627,2134.09854506135,343.114913771736,5084.13728110153,3500.14361916347
"ENSMUSG00000025199",3924.27230950028,4151.52848065206,3846.63366009393,4185.58844091102,146.511433282792,753.294285999361,3743.83460271029,2379.36736230804,2354.02783811342,751.138408480777,3870.47555518895,164.409447483063,1267.12814015487,1915.17455138425
"ENSMUSG00000025200",1799.87081199347,4894.32429920865,1072.1553058458,4054.71573520866,74.2068895987776,3204.60288783751,4495.05743773731,721.178263672372,3202.9322398399,2641.49476934451,3024.91574479418,1051.81602954368,5012.18448234989,1357.72014549134
"ENSMUSG00000025202",2604.12017353191,1820.97353533265,1628.32316486889,281.858839820116,1904.64688428647,1954.54322742193,3566.66362864141,2706.73681247861,476.989470018425,3365.62852573191,2261.25040849867,1068.15838034565,3565.72299398106,2071.54664993244
"ENSMUSG00000025203",703.098339068773,4857.23330709073,1580.74306723263,2747.14348965079,2592.49608109012,572.389858792607,4149.78966972486,660.834773284875,3285.36423032147,3893.27444372031,506.575821007828,4974.21202992512,2318.44133212751,2045.33021304689
"ENSMUSG00000025204",2562.30230032605,1003.11953181827,1737.23037440666,3839.15408104353,4067.07143342261,4633.6146001977,4597.3340050982,1466.85290800386,3551.11198366115,2282.46859625877,274.446633185179,3588.36260594029,1929.22424368796,1443.14883471776
"ENSMUSG00000025207",231.363505725063,1550.67516601463,2089.32950733624,1931.7499275418,1563.10669791008,2658.06798749804,3043.42260403229,889.974869609492,4645.24579782042,4437.38610166445,1078.63143705586,3763.07322266901,4133.11090074718,1957.92049843623
"ENSMUSG00000025208",4683.65980643513,1009.11070138306,2564.07696812166,1308.59684417842,1922.70877565877,1091.16691914727,12.2155497509533,4042.6115575057,4598.84512541177,2281.41656186733,4705.24639014879,542.241371015459,4953.59449766488,958.556711998862
"ENSMUSG00000025209",1341.10584632091,3709.00569538861,1648.41334753223,3811.1560385206,4654.11986243349,2733.68495970492,3442.42191671093,209.706814255777,3692.29608483103,464.153291124537,1819.22904364002,3025.77707787942,3671.09836619978,4261.58543377861
